Name,Job History,Core Skills,Certifications,Education,Languages,Project History,Leadership Experience,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Cognitive Style,Conflict Resolution Style,Work Environment Preference,Team Role Tendency,Risk Tolerance,Preferred Industry,Geographic Preference,Ideal Team Size,Career Aspiration,Work-Life Balance Preference,Matched Role
Jamie Fowler,DevOps Engineer (5 yrs); Software Engineer (4 yrs),"Docker, Time Management, Critical Thinking, Team Leadership","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","BSc Information Systems, MIT","Spanish, French",Data Scientist project: Outcome - Harness seamless e-commerce; Network Administrator project: Outcome - Scale sticky info-mediaries,Yes,1.1,2.9,1.4,4.7,3.3,Analytical,Competitive,Balanced,Resource Investigator,High,Finance,On-site,Large (16+),Technical Expert,Moderate,Backend Developer
Amber Reynolds,Cloud Architect (2 yrs); Business Analyst (1 yrs),"AWS, Docker, Python, Team Leadership","PMP, Certified Information Systems Security Professional (CISSP)","BEng Software Engineering, Carnegie Mellon University","Mandarin, Japanese",DevOps Engineer project: Outcome - Implement robust convergence; Software Engineer project: Outcome - Streamline front-end methodologies,No,2.3,3.4,3.0,2.2,4.6,Intuitive,Avoidant,Balanced,Implementer,High,Education,Remote,Small (1-5),Technical Expert,Low,Backend Developer
Sally Garcia,DevOps Engineer (4 yrs); Data Scientist (3 yrs),"Critical Thinking, Communication, SQL, AWS","CompTIA Security+, Cisco CCNA","MSc Data Science, University of California","French, German",Security Analyst project: Outcome - Morph transparent interfaces; Cloud Architect project: Outcome - Transition end-to-end deliverables,Yes,2.6,1.9,3.8,2.2,4.0,Logical,Avoidant,Flexible,Implementer,Medium,Retail,On-site,Small (1-5),Management,Low,Backend Developer
Brian Jenkins,Network Administrator (4 yrs); Software Engineer (1 yrs),"Problem Solving, Communication, Time Management, Docker","AWS Certified Solutions Architect, PMP","MBA, University of California","Mandarin, Japanese",Data Scientist project: Outcome - Reinvent transparent infrastructures; Software Engineer project: Outcome - Implement granular e-markets,Yes,3.1,4.9,2.1,3.7,2.7,Logical,Avoidant,Balanced,Implementer,Medium,Retail,Remote,Medium (6-15),Innovation,Low,Data Analyst
Shaun Owens,Cloud Architect (4 yrs); Business Analyst (4 yrs),"Critical Thinking, Time Management, Java, SQL","Certified ScrumMaster (CSM), Cisco CCNA","MSc Data Science, Carnegie Mellon University","Spanish, Japanese",Data Scientist project: Outcome - Generate best-of-breed niches; Cloud Architect project: Outcome - Transition proactive infrastructures,No,1.6,1.8,3.6,4.1,2.1,Creative,Avoidant,Structured,Completer-Finisher,Medium,Manufacturing,On-site,Medium (6-15),Innovation,Low,Backend Developer
Mr. Wesley Barber,Data Scientist (4 yrs); DevOps Engineer (3 yrs),"Python, Java, Docker, Team Leadership","Certified Information Systems Security Professional (CISSP), PMP","MSc Data Science, University of California","Spanish, French",DevOps Engineer project: Outcome - Envisioneer distributed experiences; Software Engineer project: Outcome - Brand dot-com content,No,1.9,2.2,2.1,4.2,4.1,Intuitive,Avoidant,Balanced,Completer-Finisher,High,Education,Hybrid,Large (16+),Management,High,IT Support Specialist
Andrew Jones,Security Analyst (3 yrs); Software Engineer (5 yrs),"SQL, Critical Thinking, Communication, Problem Solving","Certified Information Systems Security Professional (CISSP), AWS Certified Solutions Architect","MBA, University of California","French, Spanish",Cloud Architect project: Outcome - Monetize bricks-and-clicks systems; DevOps Engineer project: Outcome - Unleash cross-platform content,Yes,4.8,3.0,3.1,2.0,4.8,Intuitive,Compromising,Flexible,Resource Investigator,High,Finance,Hybrid,Medium (6-15),Innovation,Low,IT Support Specialist
Michael Blackburn,Security Analyst (5 yrs); Project Manager (5 yrs),"Critical Thinking, Docker, Team Leadership, Java","CompTIA Security+, Certified ScrumMaster (CSM)","BSc Information Systems, University of California","Mandarin, French",Business Analyst project: Outcome - Transition strategic markets; Software Engineer project: Outcome - Syndicate transparent e-business,No,4.9,4.6,4.1,2.9,4.2,Intuitive,Collaborative,Structured,Resource Investigator,High,Education,Hybrid,Small (1-5),Leadership,Moderate,Security Engineer
Ashley Carter,Security Analyst (1 yrs); Cloud Architect (4 yrs),"AWS, Team Leadership, Communication, Python","CompTIA Security+, Cisco CCNA","MSc Data Science, MIT","Spanish, English",DevOps Engineer project: Outcome - Orchestrate dynamic e-commerce; Software Engineer project: Outcome - Enable seamless partnerships,Yes,1.6,2.2,1.7,4.8,2.6,Logical,Avoidant,Flexible,Implementer,Medium,Finance,Hybrid,Small (1-5),Technical Expert,High,Backend Developer
Sherry Miller,Cloud Architect (2 yrs); Project Manager (5 yrs),"SQL, Critical Thinking, Team Leadership, AWS","Cisco CCNA, Certified Information Systems Security Professional (CISSP)","MBA, Stanford University","German, English",Data Scientist project: Outcome - Reinvent vertical architectures; Security Analyst project: Outcome - Extend transparent supply-chains,No,3.6,3.8,1.7,3.5,2.8,Analytical,Avoidant,Balanced,Coordinator,Low,Finance,On-site,Medium (6-15),Management,High,DevOps Specialist
Scott Mcgrath,Security Analyst (2 yrs); Cloud Architect (1 yrs),"SQL, Problem Solving, AWS, Communication","Certified ScrumMaster (CSM), PMP","BSc Information Systems, University of Florida","French, Japanese",Software Engineer project: Outcome - Morph customized initiatives; Security Analyst project: Outcome - Synergize open-source networks,No,4.2,3.0,2.1,4.5,1.1,Analytical,Compromising,Flexible,Completer-Finisher,High,Healthcare,On-site,Large (16+),Innovation,Low,Backend Developer
Ashley Bonilla,DevOps Engineer (3 yrs); Security Analyst (4 yrs),"Time Management, Problem Solving, Communication, Python","CompTIA Security+, Certified Information Systems Security Professional (CISSP)","MSc Data Science, Carnegie Mellon University","French, Spanish",Data Scientist project: Outcome - Revolutionize granular niches; Network Administrator project: Outcome - Harness robust functionalities,No,1.5,4.1,4.7,2.8,2.7,Analytical,Compromising,Flexible,Resource Investigator,High,Retail,Remote,Large (16+),Innovation,Moderate,Systems Architect
Tammy Curtis,Cloud Architect (3 yrs); Cloud Architect (4 yrs),"Problem Solving, Python, Team Leadership, Docker","AWS Certified Solutions Architect, CompTIA Security+","BSc Computer Science, Carnegie Mellon University","English, French",Security Analyst project: Outcome - Streamline front-end web services; Network Administrator project: Outcome - Incentivize value-added markets,No,2.2,4.5,1.6,3.9,1.5,Creative,Competitive,Balanced,Completer-Finisher,Low,Healthcare,Hybrid,Small (1-5),Management,High,IT Support Specialist
James Johnson,Data Scientist (3 yrs); Business Analyst (2 yrs),"Docker, SQL, Problem Solving, Python","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","BSc Computer Science, Carnegie Mellon University","Japanese, English",Data Scientist project: Outcome - E-enable best-of-breed e-tailers; Network Administrator project: Outcome - Benchmark efficient schemas,No,3.4,4.5,2.8,2.9,1.3,Creative,Collaborative,Flexible,Shaper,Medium,Manufacturing,Hybrid,Medium (6-15),Innovation,High,Data Analyst
Barbara Patterson,DevOps Engineer (1 yrs); Project Manager (1 yrs),"SQL, Java, Critical Thinking, Problem Solving","AWS Certified Solutions Architect, PMP","BEng Software Engineering, University of Texas","French, English",Cloud Architect project: Outcome - Engineer dynamic metrics; Software Engineer project: Outcome - Exploit front-end communities,No,3.8,2.0,4.6,4.6,4.7,Intuitive,Avoidant,Structured,Coordinator,Low,Education,On-site,Large (16+),Leadership,Moderate,Data Analyst
Justin Sutton,Network Administrator (2 yrs); Cloud Architect (5 yrs),"Docker, AWS, Critical Thinking, Team Leadership","Certified Information Systems Security Professional (CISSP), CompTIA Security+","BA Business Administration, University of Texas","Japanese, German",Cloud Architect project: Outcome - Morph best-of-breed info-mediaries; Project Manager project: Outcome - Aggregate best-of-breed experiences,Yes,1.9,3.1,2.4,2.1,2.5,Logical,Competitive,Flexible,Coordinator,Low,Education,Remote,Medium (6-15),Innovation,Moderate,DevOps Specialist
Catherine Manning,Business Analyst (1 yrs); Project Manager (3 yrs),"SQL, Time Management, AWS, Docker","CompTIA Security+, Certified ScrumMaster (CSM)","BEng Software Engineering, University of California","Spanish, German",Security Analyst project: Outcome - Maximize rich markets; Business Analyst project: Outcome - Matrix sticky functionalities,Yes,1.8,2.3,2.6,4.8,2.0,Analytical,Competitive,Balanced,Resource Investigator,Medium,Finance,Hybrid,Small (1-5),Management,Low,Systems Architect
Charles Cook,Security Analyst (5 yrs); Network Administrator (2 yrs),"Python, Critical Thinking, Docker, Communication","Cisco CCNA, CompTIA Security+","MBA, University of Texas","French, Spanish",Security Analyst project: Outcome - Integrate cross-platform technologies; DevOps Engineer project: Outcome - Envisioneer back-end paradigms,Yes,3.2,2.9,2.0,3.2,2.6,Creative,Competitive,Flexible,Resource Investigator,High,Healthcare,Hybrid,Medium (6-15),Management,High,Backend Developer
Ralph Barnes,Project Manager (3 yrs); Network Administrator (3 yrs),"Time Management, Python, Communication, SQL","AWS Certified Solutions Architect, Cisco CCNA","MSc Data Science, MIT","French, Mandarin",Network Administrator project: Outcome - Strategize enterprise action-items; Data Scientist project: Outcome - Target robust eyeballs,Yes,4.3,2.7,2.9,2.6,3.1,Logical,Compromising,Balanced,Completer-Finisher,High,Finance,Remote,Medium (6-15),Management,High,Security Engineer
Cody Santiago,Business Analyst (5 yrs); Project Manager (4 yrs),"Communication, SQL, Docker, Java","Certified ScrumMaster (CSM), CompTIA Security+","BSc Information Systems, University of Florida","French, Japanese",Software Engineer project: Outcome - Monetize intuitive portals; Software Engineer project: Outcome - Target world-class models,No,3.3,1.5,2.2,3.4,4.7,Logical,Competitive,Structured,Coordinator,Medium,Technology,Remote,Medium (6-15),Management,Low,QA Engineer
Angel Barnett,Security Analyst (1 yrs); Project Manager (4 yrs),"Communication, Java, Python, SQL","PMP, AWS Certified Solutions Architect","BSc Computer Science, Carnegie Mellon University","German, French",Security Analyst project: Outcome - Productize viral applications; Business Analyst project: Outcome - E-enable bleeding-edge portals,Yes,5.0,1.6,4.0,4.8,2.7,Intuitive,Collaborative,Flexible,Coordinator,Low,Finance,Hybrid,Large (16+),Technical Expert,High,Security Engineer
Andrew Snyder,Network Administrator (3 yrs); Network Administrator (4 yrs),"Communication, Time Management, Docker, Problem Solving","PMP, Cisco CCNA","MBA, University of California","Japanese, Spanish",Project Manager project: Outcome - Monetize vertical e-commerce; Project Manager project: Outcome - Morph revolutionary web-readiness,Yes,4.8,4.1,4.1,4.2,2.7,Intuitive,Competitive,Flexible,Implementer,Medium,Healthcare,Hybrid,Large (16+),Management,High,DevOps Specialist
Lisa Riley,Project Manager (2 yrs); Software Engineer (2 yrs),"Critical Thinking, Communication, Python, AWS","AWS Certified Solutions Architect, PMP","MSc Data Science, Stanford University","English, Mandarin",Data Scientist project: Outcome - Drive enterprise synergies; Project Manager project: Outcome - Unleash compelling action-items,No,1.5,2.7,1.9,3.3,2.6,Intuitive,Compromising,Structured,Completer-Finisher,Medium,Technology,Hybrid,Medium (6-15),Management,High,Product Owner
Angela Smith,Software Engineer (5 yrs); Software Engineer (2 yrs),"Critical Thinking, SQL, Team Leadership, AWS","AWS Certified Solutions Architect, Cisco CCNA","BSc Computer Science, University of California","English, French",Security Analyst project: Outcome - Disintermediate leading-edge web-readiness; Business Analyst project: Outcome - Re-intermediate wireless web-readiness,No,3.8,2.7,2.1,4.8,1.5,Logical,Compromising,Flexible,Completer-Finisher,Medium,Technology,On-site,Medium (6-15),Leadership,Moderate,Backend Developer
Carrie Padilla,Software Engineer (5 yrs); Network Administrator (2 yrs),"SQL, Docker, Time Management, Communication","CompTIA Security+, Cisco CCNA","BA Business Administration, Carnegie Mellon University","German, Spanish",Data Scientist project: Outcome - Unleash viral e-commerce; Network Administrator project: Outcome - Synthesize end-to-end partnerships,No,3.1,1.7,2.9,2.0,4.1,Intuitive,Competitive,Structured,Implementer,Medium,Finance,On-site,Large (16+),Management,High,Backend Developer
Russell Elliott,Business Analyst (5 yrs); Data Scientist (3 yrs),"Team Leadership, Time Management, Java, Communication","Cisco CCNA, AWS Certified Solutions Architect","BSc Computer Science, Stanford University","English, Spanish",Network Administrator project: Outcome - Matrix sticky convergence; Security Analyst project: Outcome - Whiteboard front-end e-commerce,No,4.3,3.1,5.0,3.2,3.2,Analytical,Compromising,Flexible,Implementer,Low,Manufacturing,Remote,Medium (6-15),Technical Expert,High,DevOps Specialist
Christopher Paul,Project Manager (3 yrs); Data Scientist (2 yrs),"Python, Team Leadership, Problem Solving, SQL","CompTIA Security+, PMP","BSc Computer Science, University of Texas","Japanese, German",Data Scientist project: Outcome - E-enable enterprise paradigms; Project Manager project: Outcome - Aggregate user-centric users,No,2.5,2.8,1.6,4.3,4.6,Analytical,Compromising,Flexible,Resource Investigator,High,Manufacturing,Hybrid,Small (1-5),Innovation,High,Security Engineer
Victoria Walters,Business Analyst (3 yrs); Network Administrator (2 yrs),"AWS, Team Leadership, Problem Solving, Java","CompTIA Security+, Cisco CCNA","MSc Data Science, University of Florida","Spanish, Japanese",Project Manager project: Outcome - Benchmark ubiquitous models; Network Administrator project: Outcome - Transition revolutionary e-commerce,No,1.8,1.8,2.9,2.6,1.6,Intuitive,Avoidant,Structured,Coordinator,Medium,Technology,On-site,Small (1-5),Innovation,Low,Product Owner
Peter Kane,Data Scientist (2 yrs); Project Manager (1 yrs),"Problem Solving, Java, Communication, Team Leadership","Certified ScrumMaster (CSM), CompTIA Security+","BA Business Administration, Stanford University","Spanish, French",Data Scientist project: Outcome - Generate interactive web-readiness; Software Engineer project: Outcome - Utilize efficient web services,Yes,4.9,2.8,2.4,2.9,3.3,Analytical,Collaborative,Flexible,Resource Investigator,Medium,Finance,On-site,Large (16+),Innovation,Low,DevOps Specialist
Spencer Howard,Network Administrator (3 yrs); Cloud Architect (5 yrs),"AWS, Docker, Problem Solving, Communication","AWS Certified Solutions Architect, PMP","MSc Data Science, MIT","Mandarin, French",DevOps Engineer project: Outcome - Morph magnetic eyeballs; Network Administrator project: Outcome - Brand intuitive portals,Yes,2.6,2.5,2.4,3.0,4.3,Analytical,Avoidant,Balanced,Resource Investigator,High,Healthcare,On-site,Medium (6-15),Leadership,High,Systems Architect
Robert Aguirre,Project Manager (2 yrs); Software Engineer (3 yrs),"SQL, AWS, Team Leadership, Time Management","PMP, AWS Certified Solutions Architect","MSc Data Science, University of Florida","Spanish, German",Software Engineer project: Outcome - Re-contextualize dynamic metrics; Business Analyst project: Outcome - Empower virtual metrics,No,2.2,2.0,2.7,3.7,3.8,Intuitive,Collaborative,Flexible,Implementer,High,Manufacturing,Hybrid,Medium (6-15),Management,Low,Security Engineer
Ronnie Roberts,DevOps Engineer (2 yrs); Business Analyst (2 yrs),"Time Management, Python, Problem Solving, Critical Thinking","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","MBA, University of Florida","Mandarin, French",Security Analyst project: Outcome - Whiteboard dot-com users; Data Scientist project: Outcome - Utilize compelling info-mediaries,No,3.9,2.6,4.2,1.8,1.5,Analytical,Competitive,Flexible,Resource Investigator,Low,Manufacturing,Hybrid,Small (1-5),Leadership,High,Systems Architect
